type,id,name,lat,lon,cuisine,brand
node,6820660294,Tim Hortons,43.7732695,-79.259491,coffee_shop,Tim Hortons
node,6820739736,Gayley's Cafe,43.649715,-79.4295014,,
node,6840676690,Starving Artist,43.6697871,-79.4830759,coffee_shop,
node,6845991722,Raid Gallery Cafe,43.6389954,-79.4454643,,
node,6848476781,Mayil,43.6541393,-79.4244361,,
node,6848957018,The Brockton Haunt Espresso,43.6523842,-79.4339757,,
node,6848957024,Black Cat Espresso Bar,43.6527113,-79.4323714,,
node,6848957026,,43.652793,-79.4319835,,
node,6848957046,Barocco Nino,43.6534494,-79.4277211,,
node,6925930586,Cafeteria,43.7274462,-79.3779543,,
node,6935758149,Tim Hortons,43.8041923,-79.3373316,coffee_shop,Tim Hortons
node,6959206657,Chatime,43.6556486,-79.3847106,bubble_tea,Chatime
node,7021188472,Happy Coffee and Wine,43.6382576,-79.4312984,,
node,7057335235,Tim Hortons,43.7647658,-79.1916188,coffee_shop,Tim Hortons
node,7057379589,Tim Hortons,43.7698077,-79.1869857,coffee_shop,Tim Hortons
node,7062381028,Riverdale Perk Cafe,43.6713,-79.3467,,
node,7078198352,Second Cup,43.6654702,-79.3878852,coffee_shop,Second Cup
node,7103380911,Starbucks,43.6335817,-79.4123711,coffee_shop,Starbucks
node,7115387240,Tim Hortons,43.7900668,-79.3030157,coffee_shop,Tim Hortons
node,7137825364,Pilot Coffee Roasters,43.6492761,-79.3807649,coffee_shop,
node,7147311079,Tim Hortons,43.6599292,-79.3612956,coffee_shop,Tim Hortons
node,7234386553,Trinity Square Cafe,43.6545837,-79.3814564,,
node,7321216316,Peacock Cafe,43.8199001,-79.1816398,,
node,7321216323,Palgong Tea,43.8223933,-79.1846062,,Booster Juice
node,7348631706,Chatter,43.7450165,-79.3253484,,
node,7376876376,Cocoa Latte,43.6816499,-79.4250661,,
node,7528844943,Savoury Grounds Coffee Co.,43.6808466,-79.2870609,,
node,7528860779,Tim Hortons,43.6787339,-79.298059,coffee_shop,Tim Hortons
node,7528937348,The Porch Light,43.6807282,-79.2865495,,
node,7528937355,Starbucks,43.6808732,-79.2849869,coffee_shop,Starbucks
node,7528939010,Tony & Claudia's,43.6823959,-79.2795131,,
node,7528939510,The Birch Cliff,43.6920303,-79.2640951,,
node,7553002951,Tim Hortons,43.7197825,-79.4308602,coffee_shop,Tim Hortons
node,7553002960,Auleaf Cafe,43.7181057,-79.4291863,,
node,7553017338,Pantry Cafe,43.7280924,-79.432011,,
node,7553496735,Euro Cafe,43.7031791,-79.4771514,,
node,7553496744,Las Americas Cafe,43.702161,-79.4769273,,
node,7553496746,Second Cup,43.7323543,-79.4553727,coffee_shop,Second Cup
node,7553541461,Chat One,43.7364554,-79.4372697,,
node,7553559089,Starbucks,43.7331728,-79.4509828,coffee_shop,Starbucks
node,7553599308,Aroma Espresso Bar,43.7386791,-79.4339843,coffee_shop,Aroma Espresso Bar
node,7553898749,Starbucks,43.7586843,-79.4662575,coffee_shop,Starbucks
node,7557019455,Tim Hortons,43.7511632,-79.4570065,coffee_shop,Tim Hortons
node,7557459425,3SK Cafe,43.7000701,-79.4305933,,
node,7559831082,Mello's Cafe,43.6912462,-79.4710263,,
node,7559869375,Tim Hortons,43.7353483,-79.4197039,coffee_shop,Tim Hortons
node,7559883060,Aroma Espresso Bar,43.7359994,-79.420353,coffee_shop,Aroma Espresso Bar
node,7567862613,Isle of Coffee,43.7044729,-79.4098398,,
node,7571810317,Starbucks,43.667181,-79.4883,coffee_shop,Starbucks
node,7571868234,Tim Hortons,43.67239,-79.4693354,coffee_shop,Tim Hortons
node,7575669936,Kung Fu Tea,43.6643177,-79.4144339,bubble_tea,Kung Fu Tea
node,7575681806,Nine Tails,43.6641344,-79.4153019,,
node,7576536075,Settemila Cafe,43.6767593,-79.4491925,,
node,7576536077,Chappa Corner Cafe,43.6768468,-79.4488359,,
node,7578507797,,43.676457,-79.4489221,,
node,7578540533,Public,43.6774543,-79.4459921,,
node,7578540536,Tricolore Bar & Caffe,43.677507,-79.4457553,,
node,7578540547,Spielhaus Board Games Cafe,43.6775726,-79.44379,,
node,7578578717,Wallace Espresso,43.6778502,-79.4420233,,
node,7578594172,Mofer Coffee,43.6790265,-79.4389135,coffee_shop,
node,7578594177,Starving Artist,43.6788839,-79.4396135,,
node,7578971619,Dismount,43.6798533,-79.4352123,,
node,7578997169,Lion Coffee,43.6798969,-79.4334194,,
node,7580591505,Le Bleu Coffee,43.681578,-79.427172,coffee_shop,
node,7580591508,Silk 111,43.6814638,-79.4259149,,
node,7580628759,Fleur de Jour,43.6821022,-79.4225482,,
node,7600231103,Caphelia Cafe,43.6667256,-79.3856434,,
node,7684923262,Zagmachi,43.6675184,-79.3852989,,
node,7685020700,The Peachy,43.6659141,-79.385163,korean,
node,7685208025,Le Beau,43.6606991,-79.3594438,,
node,7685231328,Tim Hortons,43.6569531,-79.3742614,coffee_shop,Tim Hortons
node,7707128927,L’Amour Cafe and Pastry,43.7118989,-79.3912623,,
node,7745558732,Tim Hortons,43.7378009,-79.2405286,coffee_shop,Tim Hortons
node,7751484533,Nile Palace Cafe,43.7447512,-79.2988458,,
node,7751495274,Puffs & Rings,43.745145,-79.2990777,shisha_lounge,
node,7751916048,Tea Time Cafe,43.7446806,-79.2961178,,
node,7751944165,3 Kings Cafe,43.7451445,-79.2940666,,
node,7751944171,Crème et Miel,43.7452994,-79.2932607,,
node,7751993190,Coffee In,43.7473811,-79.2834989,,
node,7759269232,Tim Hortons,43.7501107,-79.273994,coffee_shop,Tim Hortons
node,7766353005,Tim Hortons,43.7574848,-79.2347185,coffee_shop,Tim Hortons
node,7766394986,Carbonic Coffee,43.6558754,-79.3935055,,
node,7775697412,Tim Hortons,43.6951795,-79.3429051,coffee_shop,Tim Hortons
node,7798343085,Milky’s,43.6522487,-79.406892,,
node,7798592785,I deal coffee,43.6551111,-79.4033649,coffee_shop,
node,7835399683,Chatime,43.6662349,-79.3852678,bubble_tea,Chatime
node,7835427950,Molly Tea,43.6656405,-79.3850153,tea,
node,7835431886,Kung Fu Tea,43.6652266,-79.3848483,bubble_tea,Kung Fu Tea
node,7836197698,Dinh Tailor Coffee,43.7092442,-79.3851311,,
node,7856569570,Tibet Cafe,43.6538825,-79.4002772,,
node,7856569576,Lola,43.653804,-79.4005072,,
node,7879268521,Starbucks,43.6574811,-79.374497,coffee_shop,Starbucks
node,7913245202,Tim Hortons,43.7194351,-79.4679859,coffee_shop,Tim Hortons
node,8011213017,Tuck Shop Provisions,43.6512537,-79.389987,,
node,8044564344,Pop Coffee Works,43.6564577,-79.3745612,,
node,8045224139,Bulldog Coffee,43.6610878,-79.3785984,,
node,8045244119,Goldstruck Coffee,43.6612392,-79.3815585,,
node,8045253714,Neo Coffee Bar,43.6601139,-79.3858466,coffee_shop,
node,8045255350,Hailed Coffee,43.6589387,-79.3838272,,
node,8054372748,Black Wolf Coffee,43.6590261,-79.384827,regional,
node,8076065270,La Barista Cafe,43.6887182,-79.3934946,,
node,8094670575,Starbucks,43.7663146,-79.4762178,coffee_shop,Starbucks
node,8146239103,Starbucks,43.660321,-79.342601,coffee_shop,Starbucks
node,8168634782,Aroma Espresso Bar,43.6719642,-79.3778669,coffee_shop,Aroma Espresso Bar
node,8356219040,Aroma Espresso Bar,43.7709318,-79.331628,coffee_shop,Aroma Espresso Bar
node,8502470633,Palgong Tea,43.7794362,-79.4179914,bubble_tea,
node,8502485054,Canephora Cafe & Bakery,43.7758468,-79.4341731,,
node,8518300322,Bell Tower Coffee + Community,43.6770224,-79.3978192,,
node,8575717843,Fahrenheit Coffee,43.646942,-79.4006862,coffee_shop,
node,8593120948,Starbucks,43.7351776,-79.4038005,coffee_shop,Starbucks
node,8710311441,Tim Hortons,43.8128767,-79.2418498,coffee_shop,Tim Hortons
node,8737805818,Starbucks,43.6619506,-79.3799373,coffee_shop,Starbucks
node,8757749707,Himalaya Jaya House,43.7133813,-79.3999657,,
node,8828553603,Aroma Espresso Bar,43.7693022,-79.4137502,coffee_shop,Aroma Espresso Bar
node,8829669231,Atlantis Coffee,43.6389855,-79.4440048,coffee_shop,
node,8911556690,Mofer Coffee,43.6442578,-79.4175904,coffee_shop,
node,8921496372,Tim Hortons,43.6778976,-79.3509351,coffee_shop,Tim Hortons
node,8941500696,De Mello Coffee x Chocolat de Kat,43.6807789,-79.4309808,coffee_shop;chocolate,
node,8941617794,Primose Bagel Co.,43.6854767,-79.4378276,bagel,
node,8947549021,Tim Hortons,43.6236627,-79.5156725,coffee_shop,Tim Hortons
node,8975461069,Starbucks,43.6965628,-79.3708578,coffee_shop,Starbucks
node,9118725220,The Arch Café,43.6564323,-79.4026231,,
node,9123316758,Sam James Coffee Bar,43.6418034,-79.4326296,coffee_shop,
node,9136486525,CoCo Fresh Tea & Juice,43.8059706,-79.2233277,bubble_tea,CoCo
node,9139130725,CoCo Fresh Tea & Juice,43.771853,-79.2804274,bubble_tea,CoCo
node,9156583245,CoCo Fresh Tea & Juice,43.6558216,-79.3988967,bubble_tea,CoCo
node,9176691521,10 Dean,43.6584486,-79.4005544,,
node,9176691532,Little Pebbles,43.6549934,-79.4001248,,
node,9176691555,Palgong Tea,43.6663211,-79.4060638,bubble_tea,
node,9177367328,Bom Dia,43.642048,-79.4289036,portuguese,
node,9214998844,Chatime,43.7977293,-79.419589,bubble_tea,Chatime
node,9236767864,Bean + Pearl,43.6409026,-79.4017533,bubble_tea,
node,9236767867,Milky's Cloud Room,43.640988,-79.4017841,,
node,9257881850,East Toronto Coffee Co.,43.6872785,-79.3073265,,
node,9331101406,Ballissimo Loukoumades Bar,43.6972387,-79.3290384,greek,
node,9423475579,Tango Palace Coffee Company,43.6625885,-79.3337442,,
node,9438776130,world cafe,43.6592294,-79.383107,coffee_shop,
node,9441154267,Botham's,43.6653517,-79.4652043,,
node,9441154269,Full Stop,43.6655385,-79.4665327,coffee_shop,
node,9512647978,Starbucks,43.6720668,-79.4204831,coffee_shop,Starbucks
node,9690893867,Tim Hortons,43.6410711,-79.3811543,coffee_shop,Tim Hortons
node,9696667417,grounded. Coffeebar,43.7345463,-79.4048313,,
node,9697578104,Tim Hortons,43.7733743,-79.4435219,coffee_shop,Tim Hortons
node,9706265273,I Deal On the Park,43.6472332,-79.443972,,
node,9722661997,18feet,43.6998814,-79.396678,,
node,9754968442,Starbucks,43.7073165,-79.3948201,coffee_shop,Starbucks
node,9764553784,Chatime,43.6418938,-79.5364896,bubble_tea,Chatime
node,9793931790,PILOT Coffee Roasters,43.6878339,-79.3937462,,
node,9832019653,Imanishi Sando Bar,43.6470785,-79.4336386,japanese,
node,9845557068,Café Locale,43.638647,-79.3855366,,
node,9856625612,Aroma Espresso Bar,43.6386656,-79.4002768,coffee_shop,Aroma Espresso Bar
node,9884824917,Cafe Oro di Napoli,43.651252,-79.3720516,,
node,9911551499,Starbucks,43.686239,-79.5965723,coffee_shop,Starbucks
node,9915248526,Second Cup,43.6538431,-79.4048579,coffee_shop,Second Cup
node,9915251252,Tim Hortons,43.6531785,-79.4058619,coffee_shop,Tim Hortons
node,9918175296,Country Style,43.7989844,-79.2621613,coffee_shop,Country Style
node,9941322000,The Sweet Gallery Cafe,43.6373347,-79.5310996,,
node,9943432952,Creek Coffee & Co,43.7838081,-79.1701876,coffee,
node,9963662342,Gong Cha,43.6338889,-79.5418479,bubble_tea,Gong Cha
node,10019777528,Starbucks,43.6697356,-79.3021255,coffee_shop,Starbucks
node,10103839604,Tim Hortons,43.7149774,-79.6050492,coffee_shop,Tim Hortons
node,10110247349,Starbucks,43.6585599,-79.3956077,coffee_shop,Starbucks
node,10138602099,Cheese Boutique Cafe,43.6375589,-79.4745298,,
node,10155708532,Caffé Demetre,43.6777703,-79.3516273,,
node,10157484961,Wildhearts Cafe,43.6653958,-79.4084003,,
node,10159822795,Gong Cha,43.6777003,-79.3503763,bubble_tea,Gong Cha
node,10159822808,Bom Dia Cafe and Bakery,43.6774418,-79.3517247,,
node,10159937571,Remarkable Bean,43.6728981,-79.287039,coffee_shop,
node,10164765325,Si Espresso Coffee,43.6757434,-79.358591,,
node,10171954868,The Shmooz,43.6751808,-79.3434749,,
node,10307872743,Starbucks,43.6392179,-79.4103605,coffee_shop,Starbucks
node,10649022820,Tim Hortons,43.6720352,-79.3877485,coffee_shop,Tim Hortons
node,10649409435,Phyllo Cafe,43.6892671,-79.3489219,,
node,10656055552,Anotherland Coffee,43.7593477,-79.4108756,,
node,10671895841,A-ok Cafe,43.6702197,-79.387813,,
node,10672000272,A-ok Cafe,43.6116885,-79.557452,,
node,10678731432,Kome Yogurt,43.6515606,-79.3904494,,
node,10706722819,Holo Tea & Cafe,43.6235826,-79.4804874,bubble_tea,
node,10712939950,Mr. Sun,43.7771747,-79.4153699,bubble_tea,
node,10820592986,Aroma Espresso Bar,43.7745409,-79.5011588,coffee_shop,Aroma Espresso Bar
node,10828429344,Saving Mondays,43.6644714,-79.4560104,,
node,10838196674,Sonia Food Cafe,43.705856,-79.4885902,,
node,10874898250,Tiny Cafe,43.6407138,-79.4381737,,
node,10879354442,Café Reznikoff,43.6631115,-79.3977806,coffee_shop;snacks,
node,10885250292,Kung Fu Tea,43.6770692,-79.3536558,bubble_tea,Kung Fu Tea
node,10920689889,Moss Park Espresso,43.6540012,-79.3712759,,
node,10920733207,Third Wave Coffee Inc.,43.6494091,-79.3742444,,
node,10920735417,Liu Loqum Atelier,43.6556091,-79.4111557,,
node,10925027992,Social Art Gallery & Cafe,43.6542472,-79.3925054,,
node,10938415050,Starbucks,43.706153,-79.397978,coffee_shop,Starbucks
node,10977958566,Java Joe’s,43.7609648,-79.4122995,,
node,11038058407,Versus,43.6512802,-79.3752539,,
node,11038159605,Kung Fu Tea,43.6703393,-79.3913667,bubble_tea,Kung Fu Tea
node,11051710229,Starbucks,43.6544495,-79.387717,coffee_shop,Starbucks
node,11053413494,The Library Specialty Coffee,43.6543308,-79.3908337,coffee_shop,
node,11067045281,CoCo Fresh Tea & Juice,43.7085332,-79.3989619,bubble_tea,CoCo
node,11072183535,% Arabica,43.6455575,-79.3800572,coffee_shop,% Arabica
node,11072190773,Starbucks,43.6467975,-79.389607,coffee_shop,Starbucks
node,11090385341,HEY JUICE,43.8154507,-79.3224182,bubble_tea,
node,11090538717,Rooms Coffee,43.6451662,-79.4299199,coffee_shop,
node,11090819628,Gaspar Cafe,43.6609399,-79.4532643,,
node,11113332432,Carlaw Pastery and Cafe,43.6706283,-79.3437593,,
node,11113332433,Caramel Coffee Shop,43.680733,-79.3376068,coffee_shop,
node,11114383380,Lamoon Thai Cafe,43.6663131,-79.3480687,,
node,11114385666,Bevy@The Combine,43.6451447,-79.3888093,,
node,11114385732,Pigeon Café & Bar,43.6460806,-79.3914354,,
node,11114390408,Rooms Coffee | 915 Dupont,43.6700745,-79.4294968,japanese,
node,11114404852,Patco Cafe,43.6419716,-79.4076462,,
node,11114404915,Bevy,43.6615049,-79.3572878,,
node,11136997283,Balzac’s Coffee Roasters,43.6312789,-79.3959332,,
node,11172137718,Black Dog Cafe,43.6803572,-79.2905707,,
node,11198708278,Mochi Doh,43.8179929,-79.3053129,dessert,
node,11202880480,Beyond Delish,43.7864358,-79.4457107,,
node,11217986068,Aunty Em's Deli & Coffee,43.6747808,-79.4581459,coffee_shop;sandwich;dessert,
node,11226006472,CoCo Fresh Tea & Juice,43.773859,-79.2574876,bubble_tea,CoCo
node,11229155916,Sleepy Pete's,43.6543709,-79.4004479,,
node,11232775896,Cafe Wanoka,43.7888122,-79.2688454,,
node,11236899433,Capulus Coffee House,43.6798628,-79.4334871,coffee_shop,
node,11281659540,Fungo Cafe,43.6432409,-79.406812,,
node,11301266117,For The Win Board Game Cafe,43.7286803,-79.4033481,,
node,11357167498,Tim Hortons,43.7346508,-79.617668,coffee_shop,Tim Hortons
node,11364677607,Jarvis house bed and breakfast,43.6629201,-79.3771404,,
node,11365454345,Hale Coffee,43.6705816,-79.3828087,coffee_shop,
node,11382823910,Comic Tea,43.6690217,-79.4838788,bubble_tea,
node,11384840089,Terima Coffee + Pantry Bar,43.6658474,-79.3937585,,
node,11405532570,Tim Hortons,43.6513655,-79.4511683,coffee_shop,Tim Hortons
node,11411061715,Balzac’s,43.6696728,-79.4485219,,
node,11415810953,Real Fruit Bubble Tea,43.6113783,-79.5555991,bubble_tea,Real Fruit Bubble Tea
node,11421905769,Summer's,43.6708347,-79.3921015,,
node,11429918643,Quantum Coffee,43.642342,-79.3966595,,
node,11429925732,De Mello Coffee,43.6429981,-79.3945335,,
node,11449902169,De Mello Coffee at The Well,43.6431932,-79.3944576,,
node,11467258281,Royaltea,43.6529463,-79.3974921,bubble_tea,Royaltea
node,11481006269,Higher,43.6529389,-79.3975283,bubble_tea,
node,11482874258,Edill's Coffee House,43.763344,-79.2806131,coffee_shop,
node,11484369106,,43.6529345,-79.3975549,bubble_tea,
node,11494379759,Tim Hortons,43.6575306,-79.4525771,coffee_shop,Tim Hortons
node,11498677775,Cotti Coffee,43.658117,-79.3857296,coffee_shop,
node,11498783806,The Alley,43.6595509,-79.3831239,bubble_tea,The Alley
node,11543893452,Caffiends,43.6670272,-79.3920908,,
node,11552544668,Starbucks,43.6425107,-79.382449,coffee_shop,Starbucks
node,11552562249,Mizzica Cafe,43.6497415,-79.3911828,,
node,11569430342,Tim Hortons,43.6426291,-79.425869,coffee_shop,Tim Hortons
node,11582915484,Gong Cha,43.7014705,-79.3970514,bubble_tea,Gong Cha
node,11618878435,Second Cup,43.660718,-79.3964311,coffee_shop,Second Cup
node,11632767198,The Brick Room Coffee,43.64627,-79.3789339,,
node,11663320718,SUPERNOVA Coffee,43.6808641,-79.3575804,coffee_shop,
node,11663569204,Café Le Neuf,43.6458969,-79.3650184,,
node,11663583534,Lazy Barista,43.6443956,-79.3669356,,
node,11663588362,Mofer Coffee,43.6443958,-79.3681953,,
node,11663595155,Gong Cha,43.6450078,-79.3642125,bubble_tea,Gong Cha
node,11663787956,Maha’s Cafe,43.6612426,-79.339814,,
node,11673937617,Oakham Cafe,43.6578781,-79.3783187,burger;sandwich;pasta,
node,11715314224,Kafe Dáki,43.6824918,-79.4369875,,
node,11763892482,Starbucks,43.5976012,-79.5176448,coffee_shop,Starbucks
node,11800686187,Rooms,43.6560338,-79.3928397,,
node,11800697933,Butter & Blue,43.6560731,-79.3925775,,
node,11800717136,The Sweet Spot,43.6558365,-79.3936373,asian;bubble_tea,
node,11803596875,Honeymoon Dessert,43.6574116,-79.4001155,,
node,11803596893,Yogo Yugurt,43.6563399,-79.399109,,
node,11803596907,Project Seoul,43.655464,-79.3987144,,
node,11803596914,Shuyi Tealicious,43.6555592,-79.3994112,bubble_tea,Shuyi Tealicious
node,11803596926,Ninetails Coffee,43.6556618,-79.3994306,,
node,11839427294,Out Of This World Café,43.6436173,-79.4205854,coffee_shop,
node,11863310698,imPerfect Fresh Café,43.6382411,-79.5371545,coffee_shop,
node,11877525932,Tim Hortons,43.6461653,-79.3844263,coffee_shop,Tim Hortons
node,11891397686,Kung Fu Tea,43.624198,-79.478114,bubble_tea,Kung Fu Tea
node,11891397693,Zen Cafe+,43.6232728,-79.4787208,,
node,11926057096,Tim Hortons,43.6513566,-79.3746904,coffee_shop,Tim Hortons
node,11973872788,Oro Cafe and Eatery,43.6724842,-79.2877091,,
node,11973982152,The Island Cafe,43.6308183,-79.3563808,ice_cream;salad;sandwich,
node,11978690557,Issho Bakery,43.6654364,-79.3522327,coffee_shop;dessert,
node,11979226232,Espresso House,43.6424455,-79.3747186,,
node,11980955327,Enjoy the Tea,43.6531965,-79.3962388,bubble_tea,
node,11980955329,Chicha San Chen,43.6530079,-79.3961754,bubble_tea,Chicha San Chen
node,11989158556,Java Joe’s,43.645503,-79.5670192,,
node,12023030428,Dark Horse Espresso Bar,43.6436612,-79.3706478,,
node,12042628338,Kung Fu Tea,43.7137632,-79.5567401,bubble_tea,Kung Fu Tea
node,12075894640,The Grind,43.6826191,-79.4218793,,
node,12080345920,The Rosemount Café,43.7018052,-79.5147698,coffee_shop,
node,12086491083,XO Bisous,43.6825589,-79.422191,,
node,12091108917,The Sweet Escape,43.6506978,-79.3585279,,
node,12149932787,Breadflour,43.6375511,-79.4228785,,
node,12150082631,El Almacen,43.70047,-79.5168076,,
node,12167285877,ITS TEA,43.7706604,-79.4130349,bubble_tea,
node,12173946076,Trinacria,43.6776514,-79.3521576,,
node,12184388048,Arvo,43.6386666,-79.4209211,coffee_shop,
node,12190675567,Evana Patisserie & Cafe,43.8151726,-79.2962003,cake,
node,12190675568,Kanae Cafe,43.8151268,-79.2964107,cake;japanese,
node,12190675572,Matcha Yuzu,43.8149624,-79.296326,bread;coffee_shop,
node,12190946447,Yi Fang Tea,43.8220981,-79.2985265,bubble_tea,Yi Fang Tea
node,12190946449,Shuyi Tealicious,43.822476,-79.2987013,bubble_tea,Shuyi Tealicious
node,12198108801,De Mello Coffee,43.7098404,-79.3988283,coffee_shop,
node,12228671184,Renard and Company,43.677652,-79.4273032,,
node,12244619101,Nicaroma Café,43.6870796,-79.4385252,,
node,12253332469,Ka-Nom,43.6535067,-79.3907318,thai,
node,12264525201,Oakwood Espresso,43.6864555,-79.4387714,coffee_shop,
node,12270310643,Starbucks,43.7705308,-79.5436175,coffee_shop,Starbucks
node,12324615151,Brandor Coffee,43.6472156,-79.384831,coffee_shop,
node,12326900682,Gong Cha,43.6377249,-79.3994189,bubble_tea,Gong Cha
node,12332810169,Le Petit Pain,43.6890879,-79.4126925,,
node,12345043658,Columbus Café & Co,43.6477089,-79.3898723,,
node,12382780636,Tim Hortons,43.6612581,-79.3587011,coffee_shop,Tim Hortons
node,12387386844,Os Amigos,43.6825847,-79.463023,,
node,12409850749,Tim Hortons,43.6387468,-79.4277563,coffee_shop,Tim Hortons
node,12544901402,Cafe 059,43.6597798,-79.4006738,,
node,12550219252,Bloom Cafe,43.6655017,-79.3849614,Cafe,
node,12563315630,Second Cup,43.6608271,-79.4006726,coffee_shop,Second Cup
node,12563535086,Tim Hortons,43.6452741,-79.3694935,coffee_shop,Tim Hortons
node,12563538446,Starbucks,43.6444061,-79.3699915,coffee_shop,Starbucks
node,12590737060,Michel’s Bakery Café,43.6483045,-79.3828972,coffee_shop,
node,12591845858,Tim Hortons,43.7565583,-79.248122,coffee_shop,Tim Hortons
node,12629114050,Chatime,43.7285171,-79.4783166,bubble_tea,Chatime
node,12629174268,Starbucks,43.7250127,-79.4550484,coffee_shop,Starbucks
node,12629225272,Real Fruit Bubble Tea,43.7266821,-79.4506356,bubble_tea,Real Fruit Bubble Tea
node,12639653537,Ripley's Café,43.6422635,-79.3862558,,
node,12641884112,Starbucks,43.6575313,-79.3869932,coffee_shop,Starbucks
node,12645744525,Vintage Cat Cafe Toronto,43.6771775,-79.4471613,coffee_shop,
node,12650268801,Berkeley Cafe,43.6500083,-79.3638647,sandwich,
node,12682724060,Palmer Coffee,43.6517259,-79.4729834,,
node,12688672383,First and Last Coffee Shop,43.674337,-79.4095428,coffee_shop,
node,12688672384,Typist Studios and Coffee,43.6741475,-79.4108759,,
node,12714603064,Dark Horse,43.6704824,-79.4348371,coffee_shop;pastry;bakery,
node,12727136506,Cộng Cà Phê,43.6577039,-79.3819575,vietnamese,
node,12732329108,CoCo Fresh Tea & Juice,43.8118089,-79.3024242,bubble_tea,CoCo
node,12742184840,Second Cup,43.635754,-79.5381632,coffee_shop,Second Cup
node,12750347202,Harmony Cafe,43.6549861,-79.4029018,coffee_shop;pizza,
node,12750668515,Lermer,43.6508797,-79.4763294,coffee_shop;bubble_tea;vietnamese,
node,12753097966,Krossroad Cafe,43.6709269,-79.421401,,
node,12756190453,Wey Cup,43.6750833,-79.4066052,mexican,
node,12768983148,XO Bisous,43.6825829,-79.422226,,
node,12769370569,Avenue Cafe & Bistro,43.6552247,-79.3889093,coffee_shop;cake;bagel;bistro,Café Dépôt
node,12770920646,Tiger Sugar,43.7098859,-79.3988474,bubble_tea,Tiger Sugar
node,12770986189,Açai Brazil,43.701758,-79.3971053,bubble_tea,
node,12783363732,Cafe Pastel,43.6515389,-79.4106254,,
node,12785181682,Nabulu Coffee,43.666102,-79.3856225,coffee_shop,
node,12785228838,Togo cafe,43.6657468,-79.3859596,coffee_shop,
node,12785231968,Heytea,43.663393,-79.3836577,bubble_tea,Heytea
node,12785242442,Cha Payom,43.6645122,-79.3855534,bubble_tea,Cha Payom
node,12790953142,Kung Fu Tea,43.8248307,-79.3007285,bubble_tea,Kung Fu Tea
node,12791886682,Gong Cha,43.6112997,-79.5576241,bubble_tea,Gong Cha
node,12791937821,CoCo Fresh Tea & Juice,43.6132281,-79.5585871,bubble_tea,CoCo
node,12801278548,Real Fruit Bubble Tea,43.6453521,-79.522709,bubble_tea,Real Fruit Bubble Tea
node,12804897889,KAVA COFFE HOUSE,43.6713994,-79.3714777,,
node,12804954343,Tim Hortons,43.6457537,-79.3930411,coffee_shop,Tim Hortons
node,12817266839,Spirited,43.6642915,-79.4110239,,
node,12823399351,My Tea Bar,43.6418156,-79.4286417,,
node,12823412366,Starbucks,43.6467607,-79.380202,coffee_shop,Starbucks
node,12823415348,Pilot Coffee Roasters,43.6451238,-79.3810591,,
node,12823416917,Dineen Coffee,43.6477356,-79.3854799,coffee_shop,
node,12830420847,Found Coffee | Front,43.6443912,-79.3853835,coffee_shop;pastry;vegemite,
node,12840854823,Ichi Cha Bubble Tea,43.6550827,-79.4593452,bubble_tea,
node,12843046873,Starbucks,43.648782,-79.3790213,coffee_shop,Starbucks
node,12843046875,Mos Mos Coffee,43.6479959,-79.3792491,coffee_shop,
node,12843077272,Isabella’s Donuts,43.6451966,-79.3805165,,
node,12843082731,Tim Hortons,43.644246,-79.3793436,coffee_shop,Tim Hortons
node,12849797697,Ivy Coffee Shop,43.6399902,-79.3795557,coffee_shop,
node,12851219301,Cafe Landwer,43.7334491,-79.4197992,,
node,12860993263,Chloe Cafe,43.6415584,-79.4312651,,
node,12891812566,Mofer Coffee,43.6469336,-79.3840914,,
node,12893596909,The Alley,43.6445239,-79.3801307,bubble_tea,
node,12898127239,The Green Isle,43.8065585,-79.3385297,bubble_tea,
node,12898232998,Starbucks,43.7418579,-79.3134284,coffee_shop,Starbucks
node,12904007162,The Cozy Bean,43.6935917,-79.2768669,coffee_shop,
node,12906402156,Sam James,43.6474152,-79.4198423,coffee_shop,
node,12919738545,Haute Coffee,43.6756549,-79.4027325,,
node,12941546602,Daily Ritual Cafe,43.6489382,-79.378334,,
node,12941699622,Coffee Lunar,43.7898721,-79.4183141,,
node,12968468120,Boba Stop,43.7423045,-79.2609159,bubble_tea,
node,12968478967,Birchmount Cafe,43.7075705,-79.2696323,,
node,12972074252,Tim Hortons,43.6677884,-79.4424274,coffee_shop,Tim Hortons
node,12978892901,Si Bubble Tea,43.6959124,-79.2761416,bubble_tea,
node,12980100834,Ethio Natural Coffee,43.6926839,-79.2825475,,
node,12980100842,Addis Cafe,43.6926589,-79.2837561,,
node,12980112583,,43.6908878,-79.2905385,bubble_tea,
node,12982559671,Cha Express,43.6908019,-79.2912153,bubble_tea,
node,12982624148,Jemila Dubai Coffee,43.6897967,-79.2953353,,
node,12986702966,Rehoboth Cafe,43.6888924,-79.2974876,,
node,12986702998,Great Fruit Bubble Tea,43.6885387,-79.3008335,bubble_tea,
node,12993362482,Cafe Juventus,43.6865123,-79.3099145,,
node,12994481687,Vereda Central,43.6473454,-79.3826195,,
node,12994637925,Mado Café & Bakery,43.6428395,-79.3961983,,
node,12994984295,Poured Coffee,43.6860516,-79.3104481,,
node,12995038530,Qahwah Cafe & Lounge,43.6861917,-79.3113035,,
node,12995038539,Zav Coffee Shop & Gallery,43.6856034,-79.3139504,,
